model,provider,variant,intervention,outcome,ate,rationale,log
luna,openai,forecaster-pre-can,Interview Prof. Maraun,belief_post,-0.1,"The message directly emphasizes scientists’ openness, self-correction, collaboration, and uncertainty, so I expect a small positive effect on proximal trust measures, with a corresponding reduction in distrust. Its effects should attenuate sharply for institutional trust, policy attitudes, beliefs, and concern, especially because the uncertainty framing may mildly offset persuasion among some respondents. Real behavioral effects are expected to be near zero, with only a slight possible increase in donation and newsletter signup.",20260818-154105-153d91
luna,openai,forecaster-pre-can,Interview Prof. Maraun,concern_mean,-0.1,"The message directly emphasizes scientists’ openness, self-correction, collaboration, and uncertainty, so I expect a small positive effect on proximal trust measures, with a corresponding reduction in distrust. Its effects should attenuate sharply for institutional trust, policy attitudes, beliefs, and concern, especially because the uncertainty framing may mildly offset persuasion among some respondents. Real behavioral effects are expected to be near zero, with only a slight possible increase in donation and newsletter signup.",20260818-154105-153d91
luna,openai,forecaster-pre-can,Interview Prof. Maraun,policy_general,0.0,"The message directly emphasizes scientists’ openness, self-correction, collaboration, and uncertainty, so I expect a small positive effect on proximal trust measures, with a corresponding reduction in distrust. Its effects should attenuate sharply for institutional trust, policy attitudes, beliefs, and concern, especially because the uncertainty framing may mildly offset persuasion among some respondents. Real behavioral effects are expected to be near zero, with only a slight possible increase in donation and newsletter signup.",20260818-154105-153d91
luna,openai,forecaster-pre-can,Interview Prof. Maraun,policy_specific_mean,0.1,"The message directly emphasizes scientists’ openness, self-correction, collaboration, and uncertainty, so I expect a small positive effect on proximal trust measures, with a corresponding reduction in distrust. Its effects should attenuate sharply for institutional trust, policy attitudes, beliefs, and concern, especially because the uncertainty framing may mildly offset persuasion among some respondents. Real behavioral effects are expected to be near zero, with only a slight possible increase in donation and newsletter signup.",20260818-154105-153d91
luna,openai,forecaster-pre-can,Interview Prof. Maraun,behavior_mean,0.0,"The message directly emphasizes scientists’ openness, self-correction, collaboration, and uncertainty, so I expect a small positive effect on proximal trust measures, with a corresponding reduction in distrust. Its effects should attenuate sharply for institutional trust, policy attitudes, beliefs, and concern, especially because the uncertainty framing may mildly offset persuasion among some respondents. Real behavioral effects are expected to be near zero, with only a slight possible increase in donation and newsletter signup.",20260818-154105-153d91
luna,openai,forecaster-pre-can,Interview Prof. Maraun,donation_ams,0.03,"The message directly emphasizes scientists’ openness, self-correction, collaboration, and uncertainty, so I expect a small positive effect on proximal trust measures, with a corresponding reduction in distrust. Its effects should attenuate sharply for institutional trust, policy attitudes, beliefs, and concern, especially because the uncertainty framing may mildly offset persuasion among some respondents. Real behavioral effects are expected to be near zero, with only a slight possible increase in donation and newsletter signup.",20260818-154105-153d91
luna,openai,forecaster-pre-can,Interview Prof. Maraun,newsletter_signup,0.002,"The message directly emphasizes scientists’ openness, self-correction, collaboration, and uncertainty, so I expect a small positive effect on proximal trust measures, with a corresponding reduction in distrust. Its effects should attenuate sharply for institutional trust, policy attitudes, beliefs, and concern, especially because the uncertainty framing may mildly offset persuasion among some respondents. Real behavioral effects are expected to be near zero, with only a slight possible increase in donation and newsletter signup.",20260818-154105-153d91
luna,openai,forecaster-pre-can,Measurement & modeling (2),trust_multidimensional,0.8,"The technical description should provide a modest competence cue and slightly increase proximal trust, with the corresponding opposite-signed change in distrust. Its effects should be attenuated by ceiling effects among Democrats and weaker reception among skeptics, while distal attitudes and especially real behaviors should remain near zero.",20260818-154105-153d91
luna,openai,forecaster-pre-can,Measurement & modeling (2),trust_post,1.0,"The technical description should provide a modest competence cue and slightly increase proximal trust, with the corresponding opposite-signed change in distrust. Its effects should be attenuated by ceiling effects among Democrats and weaker reception among skeptics, while distal attitudes and especially real behaviors should remain near zero.",20260818-154105-153d91
luna,openai,forecaster-pre-can,Measurement & modeling (2),distrust_post,-0.7,"The technical description should provide a modest competence cue and slightly increase proximal trust, with the corresponding opposite-signed change in distrust. Its effects should be attenuated by ceiling effects among Democrats and weaker reception among skeptics, while distal attitudes and especially real behaviors should remain near zero.",20260818-154105-153d91
luna,openai,forecaster-pre-can,Measurement & modeling (2),funding_perceptions,0.3,"The technical description should provide a modest competence cue and slightly increase proximal trust, with the corresponding opposite-signed change in distrust. Its effects should be attenuated by ceiling effects among Democrats and weaker reception among skeptics, while distal attitudes and especially real behaviors should remain near zero.",20260818-154105-153d91
luna,openai,forecaster-pre-can,Measurement & modeling (2),policy_role_mean,0.2,"The technical description should provide a modest competence cue and slightly increase proximal trust, with the corresponding opposite-signed change in distrust. Its effects should be attenuated by ceiling effects among Democrats and weaker reception among skeptics, while distal attitudes and especially real behaviors should remain near zero.",20260818-154105-153d91
luna,openai,forecaster-pre-can,Measurement & modeling (2),inst_trust_mean,0.1,"The technical description should provide a modest competence cue and slightly increase proximal trust, with the corresponding opposite-signed change in distrust. Its effects should be attenuated by ceiling effects among Democrats and weaker reception among skeptics, while distal attitudes and especially real behaviors should remain near zero.",20260818-154105-153d91
luna,openai,forecaster-pre-can,Measurement & modeling (2),belief_post,0.2,"The technical description should provide a modest competence cue and slightly increase proximal trust, with the corresponding opposite-signed change in distrust. Its effects should be attenuated by ceiling effects among Democrats and weaker reception among skeptics, while distal attitudes and especially real behaviors should remain near zero.",20260818-154105-153d91
luna,openai,forecaster-pre-can,Measurement & modeling (2),concern_mean,0.1,"The technical description should provide a modest competence cue and slightly increase proximal trust, with the corresponding opposite-signed change in distrust. Its effects should be attenuated by ceiling effects among Democrats and weaker reception among skeptics, while distal attitudes and especially real behaviors should remain near zero.",20260818-154105-153d91
luna,openai,forecaster-pre-can,Measurement & modeling (2),policy_general,0.1,"The technical description should provide a modest competence cue and slightly increase proximal trust, with the corresponding opposite-signed change in distrust. Its effects should be attenuated by ceiling effects among Democrats and weaker reception among skeptics, while distal attitudes and especially real behaviors should remain near zero.",20260818-154105-153d91
luna,openai,forecaster-pre-can,Measurement & modeling (2),policy_specific_mean,0.1,"The technical description should provide a modest competence cue and slightly increase proximal trust, with the corresponding opposite-signed change in distrust. Its effects should be attenuated by ceiling effects among Democrats and weaker reception among skeptics, while distal attitudes and especially real behaviors should remain near zero.",20260818-154105-153d91
luna,openai,forecaster-pre-can,Measurement & modeling (2),behavior_mean,0.0,"The technical description should provide a modest competence cue and slightly increase proximal trust, with the corresponding opposite-signed change in distrust. Its effects should be attenuated by ceiling effects among Democrats and weaker reception among skeptics, while distal attitudes and especially real behaviors should remain near zero.",20260818-154105-153d91
luna,openai,forecaster-pre-can,Measurement & modeling (2),donation_ams,0.02,"The technical description should provide a modest competence cue and slightly increase proximal trust, with the corresponding opposite-signed change in distrust. Its effects should be attenuated by ceiling effects among Democrats and weaker reception among skeptics, while distal attitudes and especially real behaviors should remain near zero.",20260818-154105-153d91
luna,openai,forecaster-pre-can,Measurement & modeling (2),newsletter_signup,0.001,"The technical description should provide a modest competence cue and slightly increase proximal trust, with the corresponding opposite-signed change in distrust. Its effects should be attenuated by ceiling effects among Democrats and weaker reception among skeptics, while distal attitudes and especially real behaviors should remain near zero.",20260818-154105-153d91
terra,openai,meta-analyst-post-s7,Social justice,trust_multidimensional,0.95,"The social-justice framing makes climate scientists appear more benevolent and aligned with ordinary people, producing a modest proximal trust increase. Its partisan and anti-corporate rhetoric likely limits pooled effects because it can alienate some conservatives and because many Democrats have little remaining headroom. Downstream policy, concern, intention, and real-behavior effects should therefore be much smaller or near zero.",20260818-154105-153d91
terra,openai,meta-analyst-post-s7,Social justice,trust_post,0.72,"The social-justice framing makes climate scientists appear more benevolent and aligned with ordinary people, producing a modest proximal trust increase. Its partisan and anti-corporate rhetoric likely limits pooled effects because it can alienate some conservatives and because many Democrats have little remaining headroom. Downstream policy, concern, intention, and real-behavior effects should therefore be much smaller or near zero.",20260818-154105-153d91
terra,openai,meta-analyst-post-s7,Social justice,distrust_post,-0.55,"The social-justice framing makes climate scientists appear more benevolent and aligned with ordinary people, producing a modest proximal trust increase. Its partisan and anti-corporate rhetoric likely limits pooled effects because it can alienate some conservatives and because many Democrats have little remaining headroom. Downstream policy, concern, intention, and real-behavior effects should therefore be much smaller or near zero.",20260818-154105-153d91
terra,openai,meta-analyst-post-s7,Social justice,funding_perceptions,0.45,"The social-justice framing makes climate scientists appear more benevolent and aligned with ordinary people, producing a modest proximal trust increase. Its partisan and anti-corporate rhetoric likely limits pooled effects because it can alienate some conservatives and because many Democrats have little remaining headroom. Downstream policy, concern, intention, and real-behavior effects should therefore be much smaller or near zero.",20260818-154105-153d91
terra,openai,meta-analyst-post-s7,Social justice,policy_role_mean,0.65,"The social-justice framing makes climate scientists appear more benevolent and aligned with ordinary people, producing a modest proximal trust increase. Its partisan and anti-corporate rhetoric likely limits pooled effects because it can alienate some conservatives and because many Democrats have little remaining headroom. Downstream policy, concern, intention, and real-behavior effects should therefore be much smaller or near zero.",20260818-154105-153d91
terra,openai,meta-analyst-post-s7,Social justice,inst_trust_mean,0.18,"The social-justice framing makes climate scientists appear more benevolent and aligned with ordinary people, producing a modest proximal trust increase. Its partisan and anti-corporate rhetoric likely limits pooled effects because it can alienate some conservatives and because many Democrats have little remaining headroom. Downstream policy, concern, intention, and real-behavior effects should therefore be much smaller or near zero.",20260818-154105-153d91
terra,openai,meta-analyst-post-s7,Social justice,belief_post,0.38,"The social-justice framing makes climate scientists appear more benevolent and aligned with ordinary people, producing a modest proximal trust increase. Its partisan and anti-corporate rhetoric likely limits pooled effects because it can alienate some conservatives and because many Democrats have little remaining headroom. Downstream policy, concern, intention, and real-behavior effects should therefore be much smaller or near zero.",20260818-154105-153d91
terra,openai,meta-analyst-post-s7,Social justice,concern_mean,0.35,"The social-justice framing makes climate scientists appear more benevolent and aligned with ordinary people, producing a modest proximal trust increase. Its partisan and anti-corporate rhetoric likely limits pooled effects because it can alienate some conservatives and because many Democrats have little remaining headroom. Downstream policy, concern, intention, and real-behavior effects should therefore be much smaller or near zero.",20260818-154105-153d91
terra,openai,meta-analyst-post-s7,Social justice,policy_general,0.32,"The social-justice framing makes climate scientists appear more benevolent and aligned with ordinary people, producing a modest proximal trust increase. Its partisan and anti-corporate rhetoric likely limits pooled effects because it can alienate some conservatives and because many Democrats have little remaining headroom. Downstream policy, concern, intention, and real-behavior effects should therefore be much smaller or near zero.",20260818-154105-153d91
terra,openai,meta-analyst-post-s7,Social justice,policy_specific_mean,0.28,"The social-justice framing makes climate scientists appear more benevolent and aligned with ordinary people, producing a modest proximal trust increase. Its partisan and anti-corporate rhetoric likely limits pooled effects because it can alienate some conservatives and because many Democrats have little remaining headroom. Downstream policy, concern, intention, and real-behavior effects should therefore be much smaller or near zero.",20260818-154105-153d91
terra,openai,meta-analyst-post-s7,Social justice,behavior_mean,0.12,"The social-justice framing makes climate scientists appear more benevolent and aligned with ordinary people, producing a modest proximal trust increase. Its partisan and anti-corporate rhetoric likely limits pooled effects because it can alienate some conservatives and because many Democrats have little remaining headroom. Downstream policy, concern, intention, and real-behavior effects should therefore be much smaller or near zero.",20260818-154105-153d91
terra,openai,meta-analyst-post-s7,Social justice,donation_ams,0.01,"The social-justice framing makes climate scientists appear more benevolent and aligned with ordinary people, producing a modest proximal trust increase. Its partisan and anti-corporate rhetoric likely limits pooled effects because it can alienate some conservatives and because many Democrats have little remaining headroom. Downstream policy, concern, intention, and real-behavior effects should therefore be much smaller or near zero.",20260818-154105-153d91
terra,openai,meta-analyst-post-s7,Social justice,newsletter_signup,0.001,"The social-justice framing makes climate scientists appear more benevolent and aligned with ordinary people, producing a modest proximal trust increase. Its partisan and anti-corporate rhetoric likely limits pooled effects because it can alienate some conservatives and because many Democrats have little remaining headroom. Downstream policy, concern, intention, and real-behavior effects should therefore be much smaller or near zero.",20260818-154105-153d91
luna,openai,forecaster-pre-can,Measurement & modeling (1),trust_multidimensional,0.8,"The detailed, evidence-based description should produce a small positive proximal effect on perceived climate-scientist competence and overall trust, with a somewhat larger movement on the direct trust item than on the multidimensional composite. Because many Democrats are near the ceiling and the message is informational rather than explicitly persuasive, downstream beliefs, policy attitudes, and institutional trust should move only slightly. Real behaviors are likely to show effects near zero, with a marginally positive donation and newsletter-signup response.",20260818-154105-153d91
luna,openai,forecaster-pre-can,Measurement & modeling (1),trust_post,0.9,"The detailed, evidence-based description should produce a small positive proximal effect on perceived climate-scientist competence and overall trust, with a somewhat larger movement on the direct trust item than on the multidimensional composite. Because many Democrats are near the ceiling and the message is informational rather than explicitly persuasive, downstream beliefs, policy attitudes, and institutional trust should move only slightly. Real behaviors are likely to show effects near zero, with a marginally positive donation and newsletter-signup response.",20260818-154105-153d91
luna,openai,forecaster-pre-can,Measurement & modeling (1),distrust_post,-0.6,"The detailed, evidence-based description should produce a small positive proximal effect on perceived climate-scientist competence and overall trust, with a somewhat larger movement on the direct trust item than on the multidimensional composite. Because many Democrats are near the ceiling and the message is informational rather than explicitly persuasive, downstream beliefs, policy attitudes, and institutional trust should move only slightly. Real behaviors are likely to show effects near zero, with a marginally positive donation and newsletter-signup response.",20260818-154105-153d91
luna,openai,forecaster-pre-can,Measurement & modeling (1),funding_perceptions,0.3,"The detailed, evidence-based description should produce a small positive proximal effect on perceived climate-scientist competence and overall trust, with a somewhat larger movement on the direct trust item than on the multidimensional composite. Because many Democrats are near the ceiling and the message is informational rather than explicitly persuasive, downstream beliefs, policy attitudes, and institutional trust should move only slightly. Real behaviors are likely to show effects near zero, with a marginally positive donation and newsletter-signup response.",20260818-154105-153d91
luna,openai,forecaster-pre-can,Measurement & modeling (1),policy_role_mean,0.2,"The detailed, evidence-based description should produce a small positive proximal effect on perceived climate-scientist competence and overall trust, with a somewhat larger movement on the direct trust item than on the multidimensional composite. Because many Democrats are near the ceiling and the message is informational rather than explicitly persuasive, downstream beliefs, policy attitudes, and institutional trust should move only slightly. Real behaviors are likely to show effects near zero, with a marginally positive donation and newsletter-signup response.",20260818-154105-153d91
luna,openai,forecaster-pre-can,Measurement & modeling (1),inst_trust_mean,0.1,"The detailed, evidence-based description should produce a small positive proximal effect on perceived climate-scientist competence and overall trust, with a somewhat larger movement on the direct trust item than on the multidimensional composite. Because many Democrats are near the ceiling and the message is informational rather than explicitly persuasive, downstream beliefs, policy attitudes, and institutional trust should move only slightly. Real behaviors are likely to show effects near zero, with a marginally positive donation and newsletter-signup response.",20260818-154105-153d91
luna,openai,forecaster-pre-can,Measurement & modeling (1),belief_post,0.25,"The detailed, evidence-based description should produce a small positive proximal effect on perceived climate-scientist competence and overall trust, with a somewhat larger movement on the direct trust item than on the multidimensional composite. Because many Democrats are near the ceiling and the message is informational rather than explicitly persuasive, downstream beliefs, policy attitudes, and institutional trust should move only slightly. Real behaviors are likely to show effects near zero, with a marginally positive donation and newsletter-signup response.",20260818-154105-153d91
luna,openai,forecaster-pre-can,Measurement & modeling (1),concern_mean,0.15,"The detailed, evidence-based description should produce a small positive proximal effect on perceived climate-scientist competence and overall trust, with a somewhat larger movement on the direct trust item than on the multidimensional composite. Because many Democrats are near the ceiling and the message is informational rather than explicitly persuasive, downstream beliefs, policy attitudes, and institutional trust should move only slightly. Real behaviors are likely to show effects near zero, with a marginally positive donation and newsletter-signup response.",20260818-154105-153d91
luna,openai,forecaster-pre-can,Measurement & modeling (1),policy_general,0.15,"The detailed, evidence-based description should produce a small positive proximal effect on perceived climate-scientist competence and overall trust, with a somewhat larger movement on the direct trust item than on the multidimensional composite. Because many Democrats are near the ceiling and the message is informational rather than explicitly persuasive, downstream beliefs, policy attitudes, and institutional trust should move only slightly. Real behaviors are likely to show effects near zero, with a marginally positive donation and newsletter-signup response.",20260818-154105-153d91
luna,openai,forecaster-pre-can,Measurement & modeling (1),policy_specific_mean,0.1,"The detailed, evidence-based description should produce a small positive proximal effect on perceived climate-scientist competence and overall trust, with a somewhat larger movement on the direct trust item than on the multidimensional composite. Because many Democrats are near the ceiling and the message is informational rather than explicitly persuasive, downstream beliefs, policy attitudes, and institutional trust should move only slightly. Real behaviors are likely to show effects near zero, with a marginally positive donation and newsletter-signup response.",20260818-154105-153d91
luna,openai,forecaster-pre-can,Measurement & modeling (1),behavior_mean,0.05,"The detailed, evidence-based description should produce a small positive proximal effect on perceived climate-scientist competence and overall trust, with a somewhat larger movement on the direct trust item than on the multidimensional composite. Because many Democrats are near the ceiling and the message is informational rather than explicitly persuasive, downstream beliefs, policy attitudes, and institutional trust should move only slightly. Real behaviors are likely to show effects near zero, with a marginally positive donation and newsletter-signup response.",20260818-154105-153d91
luna,openai,forecaster-pre-can,Measurement & modeling (1),donation_ams,0.03,"The detailed, evidence-based description should produce a small positive proximal effect on perceived climate-scientist competence and overall trust, with a somewhat larger movement on the direct trust item than on the multidimensional composite. Because many Democrats are near the ceiling and the message is informational rather than explicitly persuasive, downstream beliefs, policy attitudes, and institutional trust should move only slightly. Real behaviors are likely to show effects near zero, with a marginally positive donation and newsletter-signup response.",20260818-154105-153d91
luna,openai,forecaster-pre-can,Measurement & modeling (1),newsletter_signup,0.0015,"The detailed, evidence-based description should produce a small positive proximal effect on perceived climate-scientist competence and overall trust, with a somewhat larger movement on the direct trust item than on the multidimensional composite. Because many Democrats are near the ceiling and the message is informational rather than explicitly persuasive, downstream beliefs, policy attitudes, and institutional trust should move only slightly. Real behaviors are likely to show effects near zero, with a marginally positive donation and newsletter-signup response.",20260818-154105-153d91
luna,openai,forecaster-pre-can,Model accuracy,trust_multidimensional,0.8,"This is a direct, evidence-based competence and accuracy message, so its largest effect should be a modest increase in proximal trust, with a corresponding decrease in distrust. Ceiling effects among Democrats, possible resistance among some Republicans, and limited spillover from trust to policy and behavior imply small downstream effects. Real behavioral outcomes should remain close to zero.",20260818-154105-153d91
luna,openai,forecaster-pre-can,Model accuracy,trust_post,1.1,"This is a direct, evidence-based competence and accuracy message, so its largest effect should be a modest increase in proximal trust, with a corresponding decrease in distrust. Ceiling effects among Democrats, possible resistance among some Republicans, and limited spillover from trust to policy and behavior imply small downstream effects. Real behavioral outcomes should remain close to zero.",20260818-154105-153d91
luna,openai,forecaster-pre-can,Model accuracy,distrust_post,-0.8,"This is a direct, evidence-based competence and accuracy message, so its largest effect should be a modest increase in proximal trust, with a corresponding decrease in distrust. Ceiling effects among Democrats, possible resistance among some Republicans, and limited spillover from trust to policy and behavior imply small downstream effects. Real behavioral outcomes should remain close to zero.",20260818-154105-153d91
luna,openai,forecaster-pre-can,Model accuracy,funding_perceptions,0.4,"This is a direct, evidence-based competence and accuracy message, so its largest effect should be a modest increase in proximal trust, with a corresponding decrease in distrust. Ceiling effects among Democrats, possible resistance among some Republicans, and limited spillover from trust to policy and behavior imply small downstream effects. Real behavioral outcomes should remain close to zero.",20260818-154105-153d91
luna,openai,forecaster-pre-can,Model accuracy,policy_role_mean,0.3,"This is a direct, evidence-based competence and accuracy message, so its largest effect should be a modest increase in proximal trust, with a corresponding decrease in distrust. Ceiling effects among Democrats, possible resistance among some Republicans, and limited spillover from trust to policy and behavior imply small downstream effects. Real behavioral outcomes should remain close to zero.",20260818-154105-153d91
luna,openai,forecaster-pre-can,Model accuracy,inst_trust_mean,0.2,"This is a direct, evidence-based competence and accuracy message, so its largest effect should be a modest increase in proximal trust, with a corresponding decrease in distrust. Ceiling effects among Democrats, possible resistance among some Republicans, and limited spillover from trust to policy and behavior imply small downstream effects. Real behavioral outcomes should remain close to zero.",20260818-154105-153d91
luna,openai,forecaster-pre-can,Model accuracy,belief_post,0.5,"This is a direct, evidence-based competence and accuracy message, so its largest effect should be a modest increase in proximal trust, with a corresponding decrease in distrust. Ceiling effects among Democrats, possible resistance among some Republicans, and limited spillover from trust to policy and behavior imply small downstream effects. Real behavioral outcomes should remain close to zero.",20260818-154105-153d91
luna,openai,forecaster-pre-can,Model accuracy,concern_mean,0.2,"This is a direct, evidence-based competence and accuracy message, so its largest effect should be a modest increase in proximal trust, with a corresponding decrease in distrust. Ceiling effects among Democrats, possible resistance among some Republicans, and limited spillover from trust to policy and behavior imply small downstream effects. Real behavioral outcomes should remain close to zero.",20260818-154105-153d91
luna,openai,forecaster-pre-can,Model accuracy,policy_general,0.3,"This is a direct, evidence-based competence and accuracy message, so its largest effect should be a modest increase in proximal trust, with a corresponding decrease in distrust. Ceiling effects among Democrats, possible resistance among some Republicans, and limited spillover from trust to policy and behavior imply small downstream effects. Real behavioral outcomes should remain close to zero.",20260818-154105-153d91
luna,openai,forecaster-pre-can,Model accuracy,policy_specific_mean,0.2,"This is a direct, evidence-based competence and accuracy message, so its largest effect should be a modest increase in proximal trust, with a corresponding decrease in distrust. Ceiling effects among Democrats, possible resistance among some Republicans, and limited spillover from trust to policy and behavior imply small downstream effects. Real behavioral outcomes should remain close to zero.",20260818-154105-153d91
luna,openai,forecaster-pre-can,Model accuracy,behavior_mean,0.1,"This is a direct, evidence-based competence and accuracy message, so its largest effect should be a modest increase in proximal trust, with a corresponding decrease in distrust. Ceiling effects among Democrats, possible resistance among some Republicans, and limited spillover from trust to policy and behavior imply small downstream effects. Real behavioral outcomes should remain close to zero.",20260818-154105-153d91
luna,openai,forecaster-pre-can,Model accuracy,donation_ams,0.03,"This is a direct, evidence-based competence and accuracy message, so its largest effect should be a modest increase in proximal trust, with a corresponding decrease in distrust. Ceiling effects among Democrats, possible resistance among some Republicans, and limited spillover from trust to policy and behavior imply small downstream effects. Real behavioral outcomes should remain close to zero.",20260818-154105-153d91
luna,openai,forecaster-pre-can,Model accuracy,newsletter_signup,0.002,"This is a direct, evidence-based competence and accuracy message, so its largest effect should be a modest increase in proximal trust, with a corresponding decrease in distrust. Ceiling effects among Democrats, possible resistance among some Republicans, and limited spillover from trust to policy and behavior imply small downstream effects. Real behavioral outcomes should remain close to zero.",20260818-154105-153d91
luna,openai,forecaster-pre-can,Funding,trust_multidimensional,0.8,"The message directly corrects perceived excesses in public and private climate-science funding and emphasizes scientists' data-collection role, producing a small positive effect on proximal trust and a somewhat larger shift toward supporting more funding. Its framing may modestly reduce perceived policy advocacy by scientists, while effects on broader climate beliefs, policy support, and institutional trust should be minimal. Consistent with megastudy base rates, real behavioral effects are expected to be close to zero.",20260818-154105-153d91
luna,openai,forecaster-pre-can,Funding,trust_post,1.0,"The message directly corrects perceived excesses in public and private climate-science funding and emphasizes scientists' data-collection role, producing a small positive effect on proximal trust and a somewhat larger shift toward supporting more funding. Its framing may modestly reduce perceived policy advocacy by scientists, while effects on broader climate beliefs, policy support, and institutional trust should be minimal. Consistent with megastudy base rates, real behavioral effects are expected to be close to zero.",20260818-154105-153d91
luna,openai,forecaster-pre-can,Funding,distrust_post,-0.7,"The message directly corrects perceived excesses in public and private climate-science funding and emphasizes scientists' data-collection role, producing a small positive effect on proximal trust and a somewhat larger shift toward supporting more funding. Its framing may modestly reduce perceived policy advocacy by scientists, while effects on broader climate beliefs, policy support, and institutional trust should be minimal. Consistent with megastudy base rates, real behavioral effects are expected to be close to zero.",20260818-154105-153d91
luna,openai,forecaster-pre-can,Funding,funding_perceptions,1.8,"The message directly corrects perceived excesses in public and private climate-science funding and emphasizes scientists' data-collection role, producing a small positive effect on proximal trust and a somewhat larger shift toward supporting more funding. Its framing may modestly reduce perceived policy advocacy by scientists, while effects on broader climate beliefs, policy support, and institutional trust should be minimal. Consistent with megastudy base rates, real behavioral effects are expected to be close to zero.",20260818-154105-153d91
luna,openai,forecaster-pre-can,Funding,policy_role_mean,-0.7,"The message directly corrects perceived excesses in public and private climate-science funding and emphasizes scientists' data-collection role, producing a small positive effect on proximal trust and a somewhat larger shift toward supporting more funding. Its framing may modestly reduce perceived policy advocacy by scientists, while effects on broader climate beliefs, policy support, and institutional trust should be minimal. Consistent with megastudy base rates, real behavioral effects are expected to be close to zero.",20260818-154105-153d91
luna,openai,forecaster-pre-can,Funding,inst_trust_mean,0.2,"The message directly corrects perceived excesses in public and private climate-science funding and emphasizes scientists' data-collection role, producing a small positive effect on proximal trust and a somewhat larger shift toward supporting more funding. Its framing may modestly reduce perceived policy advocacy by scientists, while effects on broader climate beliefs, policy support, and institutional trust should be minimal. Consistent with megastudy base rates, real behavioral effects are expected to be close to zero.",20260818-154105-153d91
luna,openai,forecaster-pre-can,Funding,belief_post,0.2,"The message directly corrects perceived excesses in public and private climate-science funding and emphasizes scientists' data-collection role, producing a small positive effect on proximal trust and a somewhat larger shift toward supporting more funding. Its framing may modestly reduce perceived policy advocacy by scientists, while effects on broader climate beliefs, policy support, and institutional trust should be minimal. Consistent with megastudy base rates, real behavioral effects are expected to be close to zero.",20260818-154105-153d91
luna,openai,forecaster-pre-can,Funding,concern_mean,0.1,"The message directly corrects perceived excesses in public and private climate-science funding and emphasizes scientists' data-collection role, producing a small positive effect on proximal trust and a somewhat larger shift toward supporting more funding. Its framing may modestly reduce perceived policy advocacy by scientists, while effects on broader climate beliefs, policy support, and institutional trust should be minimal. Consistent with megastudy base rates, real behavioral effects are expected to be close to zero.",20260818-154105-153d91
luna,openai,forecaster-pre-can,Funding,policy_general,0.1,"The message directly corrects perceived excesses in public and private climate-science funding and emphasizes scientists' data-collection role, producing a small positive effect on proximal trust and a somewhat larger shift toward supporting more funding. Its framing may modestly reduce perceived policy advocacy by scientists, while effects on broader climate beliefs, policy support, and institutional trust should be minimal. Consistent with megastudy base rates, real behavioral effects are expected to be close to zero.",20260818-154105-153d91
luna,openai,forecaster-pre-can,Funding,policy_specific_mean,0.0,"The message directly corrects perceived excesses in public and private climate-science funding and emphasizes scientists' data-collection role, producing a small positive effect on proximal trust and a somewhat larger shift toward supporting more funding. Its framing may modestly reduce perceived policy advocacy by scientists, while effects on broader climate beliefs, policy support, and institutional trust should be minimal. Consistent with megastudy base rates, real behavioral effects are expected to be close to zero.",20260818-154105-153d91
luna,openai,forecaster-pre-can,Funding,behavior_mean,0.1,"The message directly corrects perceived excesses in public and private climate-science funding and emphasizes scientists' data-collection role, producing a small positive effect on proximal trust and a somewhat larger shift toward supporting more funding. Its framing may modestly reduce perceived policy advocacy by scientists, while effects on broader climate beliefs, policy support, and institutional trust should be minimal. Consistent with megastudy base rates, real behavioral effects are expected to be close to zero.",20260818-154105-153d91
luna,openai,forecaster-pre-can,Funding,donation_ams,0.04,"The message directly corrects perceived excesses in public and private climate-science funding and emphasizes scientists' data-collection role, producing a small positive effect on proximal trust and a somewhat larger shift toward supporting more funding. Its framing may modestly reduce perceived policy advocacy by scientists, while effects on broader climate beliefs, policy support, and institutional trust should be minimal. Consistent with megastudy base rates, real behavioral effects are expected to be close to zero.",20260818-154105-153d91
luna,openai,forecaster-pre-can,Funding,newsletter_signup,0.001,"The message directly corrects perceived excesses in public and private climate-science funding and emphasizes scientists' data-collection role, producing a small positive effect on proximal trust and a somewhat larger shift toward supporting more funding. Its framing may modestly reduce perceived policy advocacy by scientists, while effects on broader climate beliefs, policy support, and institutional trust should be minimal. Consistent with megastudy base rates, real behavioral effects are expected to be close to zero.",20260818-154105-153d91
luna,openai,forecaster-pre-can,Portrait Prof. Cherry,trust_multidimensional,0.8,"The portrait provides a relatable, practical, community-oriented example of a climate scientist, so it should produce a small positive shift in proximal trust, especially perceived benevolence and competence, with a corresponding decline in distrust. Ceiling effects among Democrats and limited persuasion among skeptical Republicans constrain the sample-average effect. Distal attitudes and real behaviors should move little, with donation and newsletter effects close to zero.",20260818-154105-153d91
luna,openai,forecaster-pre-can,Portrait Prof. Cherry,trust_post,0.9,"The portrait provides a relatable, practical, community-oriented example of a climate scientist, so it should produce a small positive shift in proximal trust, especially perceived benevolence and competence, with a corresponding decline in distrust. Ceiling effects among Democrats and limited persuasion among skeptical Republicans constrain the sample-average effect. Distal attitudes and real behaviors should move little, with donation and newsletter effects close to zero.",20260818-154105-153d91
